序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2938,600196,复星医药,30.24,-1.79,-0.55,406334.0,1227429038.0,4.19,31.06,29.77,30.78,30.79,0.96,1.92,23.72,1.7,80753782788.0,64063102068.0,0.07,0.07,21.06,23.28
2111,600026,中远海能,12.09,-1.14,-0.14,668097.0,805732207.0,4.25,12.36,11.84,12.0,12.23,0.99,1.92,15.43,1.62,57678686616.0,42010046616.0,0.08,0.17,19.7,6.15
2839,603345,XD安井食,70.77,-1.71,-1.23,56267.0,397493310.0,3.28,72.36,70.0,72.36,72.0,0.98,1.92,17.45,1.77,23586857718.0,20756432799.0,0.07,0.31,-8.47,-9.39
3262,600497,驰宏锌锗,5.85,-2.01,-0.12,954453.0,558638349.0,3.85,6.0,5.77,5.96,5.97,0.8,1.89,15.81,1.8,29486225826.0,29486225826.0,0.0,0.17,9.76,7.54
3483,002594,比亚迪,105.6,-2.21,-2.39,650963.0,6888232045.71,2.82,107.69,104.64,107.45,107.99,0.95,1.87,31.04,4.57,962776062864.0,368252736509.0,-0.03,0.13,-3.23,13.67
2160,600704,物产中大,5.82,-1.19,-0.07,964433.0,556097010.0,2.89,5.87,5.7,5.86,5.89,0.83,1.87,7.38,0.74,30096266960.0,30096266960.0,-0.17,0.0,14.12,20.0
389,000975,山金国际,21.46,2.43,0.51,468969.0,1007477265.28,4.15,21.88,21.01,21.23,20.95,1.18,1.86,18.67,4.39,59588459807.0,54238700184.0,0.09,0.0,9.83,42.97
2029,601669,中国电建,5.57,-1.07,-0.06,2409953.0,1337299812.0,2.13,5.62,5.5,5.61,5.63,1.01,1.84,8.84,0.67,95949707490.0,72808398985.0,0.0,0.18,17.76,4.5
2093,600120,浙江东方,6.15,-1.13,-0.07,629471.0,387903151.0,4.18,6.34,6.08,6.23,6.22,0.72,1.84,25.8,1.32,21004596176.0,21004596176.0,0.16,0.16,2.67,34.28
3755,601375,中原证券,4.42,-2.43,-0.11,635078.0,279820789.0,3.31,4.51,4.36,4.5,4.53,0.75,1.84,39.42,1.45,20521550374.0,15238037074.0,0.0,0.0,7.28,2.79
5110,000959,首钢股份,3.98,-4.78,-0.2,1189477.0,477457024.29,6.46,4.18,3.91,4.14,4.18,0.66,1.83,23.49,0.62,30864770133.0,25898909315.0,-0.25,-0.5,13.39,31.35
3420,601233,桐昆股份,13.68,-2.15,-0.3,435883.0,591103944.0,4.72,13.99,13.33,13.95,13.98,2.13,1.82,15.0,0.87,32897387295.0,32775885912.0,-0.15,-0.73,29.18,16.92
3046,601127,赛力斯,142.0,-1.87,-2.7,274909.0,3887993354.0,3.32,144.32,139.52,144.32,144.7,0.87,1.82,39.43,8.67,231937984212.0,214389071406.0,-0.06,-0.02,4.02,7.23
4417,600754,锦江酒店,23.63,-3.16,-0.77,162881.0,386644919.0,3.48,24.22,23.37,24.2,24.4,0.58,1.8,34.02,1.63,25223106339.0,21436295315.0,0.0,-0.04,7.65,-10.76
5310,600415,小商品城,18.27,-5.82,-1.13,985078.0,1829536580.0,7.99,19.55,18.0,19.34,19.4,1.66,1.8,29.62,4.91,100186211068.0,100171861810.0,-0.22,-0.27,-5.97,39.68
1129,002266,浙富控股,3.91,0.0,0.0,874066.0,339997737.22,2.56,3.94,3.84,3.9,3.91,0.9,1.78,18.02,1.76,20407351182.0,19146492098.0,-0.26,0.0,26.13,27.36
1005,601699,潞安环能,14.98,0.27,0.04,527454.0,789108132.0,5.56,15.39,14.56,14.75,14.94,0.71,1.76,16.62,0.96,44811309816.0,44811309816.0,0.0,0.0,43.49,7.38
405,600547,山东黄金,39.38,2.31,0.89,636597.0,2504872678.0,5.33,40.55,38.5,38.99,38.49,1.33,1.76,32.32,6.8,181539024695.0,142336779005.0,0.03,0.03,18.76,75.18
328,601877,正泰电器,28.19,2.81,0.77,379287.0,1065612205.0,5.0,28.6,27.23,27.42,27.42,1.72,1.76,11.86,1.41,60579435433.0,60579435433.0,0.14,0.21,24.08,23.59
1673,600362,江西铜业,28.44,-0.73,-0.21,365068.0,1040597640.0,3.77,29.12,28.04,28.59,28.65,0.61,1.76,11.8,1.23,98480024278.0,59020036198.0,0.0,-0.07,23.17,42.63
1639,000983,山西焦煤,7.25,-0.68,-0.05,809842.0,585259181.42,2.74,7.33,7.13,7.25,7.3,0.63,1.75,20.3,1.13,41158982678.0,33641548085.0,0.0,0.28,18.66,-9.6
2079,002056,横店东磁,17.67,-1.12,-0.2,283803.0,499300294.6,5.26,18.14,17.2,17.88,17.87,0.93,1.75,14.09,2.76,28744002348.0,28714308531.0,0.0,-0.06,24.7,41.25
337,002966,苏州银行,8.23,2.75,0.22,769970.0,630026083.31,4.37,8.27,7.92,7.97,8.01,1.85,1.75,5.87,0.74,36793548351.0,36180899028.0,0.12,0.0,-10.83,4.05
1220,000875,吉电股份,5.65,-0.18,-0.01,571696.0,321364628.76,3.0,5.72,5.55,5.63,5.66,0.73,1.71,14.12,1.17,20494079037.0,18884587499.0,0.18,0.18,10.57,8.24
2741,300896,爱美客,179.97,-1.63,-2.98,35474.0,637813239.65,2.66,182.9,178.03,182.1,182.95,1.03,1.7,34.49,7.68,54457493218.0,37540224853.0,0.01,0.07,3.85,0.71
2783,300442,润泽科技,52.56,-1.67,-0.89,276152.0,1448374383.2,5.84,54.25,51.13,54.15,53.45,0.86,1.7,48.69,8.05,85901098197.0,85587338018.0,0.0,0.06,10.65,1.41
2102,300999,金龙鱼,31.54,-1.13,-0.36,91555.0,288104628.88,2.45,31.96,31.18,31.88,31.9,0.87,1.69,48.7,1.8,170996997045.0,17115089439.0,-0.06,-0.03,7.21,-2.95
1166,601168,西部矿业,18.96,-0.05,-0.01,401485.0,761477301.0,4.01,19.32,18.56,18.93,18.97,0.8,1.68,12.08,2.72,45181680000.0,45181680000.0,-0.05,0.0,12.59,25.81
3879,300627,华测导航,35.38,-2.56,-0.93,107947.0,382055930.72,4.3,36.4,34.84,36.16,36.31,1.09,1.67,42.55,7.22,27780796597.0,22889367742.0,-0.06,-0.03,1.58,19.93
898,300487,蓝晓科技,56.09,0.56,0.31,50864.0,283811151.84,4.45,56.98,54.5,55.62,55.78,0.96,1.66,32.03,7.32,28474962887.0,17198703550.0,0.32,0.16,14.42,18.66
1832,603338,浙江鼎力,54.92,-0.88,-0.49,84203.0,459643978.0,2.92,55.5,53.88,55.2,55.41,0.48,1.66,13.22,2.63,27808625515.0,27808625515.0,0.05,0.09,18.08,-13.54
3872,600048,保利发展,7.62,-2.56,-0.2,1940203.0,1483754652.0,2.56,7.78,7.58,7.76,7.82,0.89,1.62,16.82,0.48,91214778845.0,91214778845.0,0.0,-0.13,-2.93,-12.31
3838,002244,滨江集团,11.98,-2.52,-0.31,430781.0,517641869.03,3.42,12.27,11.85,12.25,12.29,0.91,1.6,10.06,1.27,37275097802.0,32177074393.0,-0.08,-0.17,27.72,40.45
1708,000423,东阿阿胶,46.84,-0.76,-0.36,102339.0,476061895.2,2.61,47.32,46.09,47.21,47.2,1.21,1.59,18.44,2.93,30163874436.0,30118967101.0,-0.02,0.0,-7.16,-22.17
1729,600348,华阳股份,7.66,-0.78,-0.06,574424.0,437812258.0,2.72,7.73,7.52,7.65,7.72,0.75,1.59,17.65,1.01,27633450000.0,27633450000.0,0.0,0.13,18.58,12.98
4979,000617,中油资本,10.3,-4.28,-0.46,2012143.0,2070580214.42,5.67,10.67,10.06,10.66,10.76,0.91,1.59,25.08,1.26,130213414514.0,130213414514.0,-0.19,-0.29,44.06,52.14
2109,000933,神火股份,19.01,-1.14,-0.22,356500.0,676408371.13,2.91,19.28,18.72,19.13,19.23,0.67,1.59,11.23,1.91,42760154317.0,42727930085.0,0.05,-0.11,10.59,15.91
2590,002841,视源股份,39.64,-1.52,-0.61,81889.0,320965963.28,4.35,40.25,38.5,40.25,40.25,1.08,1.57,34.69,2.18,27590095844.0,20666133479.0,0.03,0.05,15.27,9.41
2628,600079,人福医药,21.12,-1.54,-0.33,242768.0,511559432.0,2.7,21.42,20.84,21.41,21.45,0.93,1.57,14.93,1.88,34472612381.0,32591935622.0,0.0,0.05,1.88,-8.41
3438,601456,国联民生,10.81,-2.17,-0.24,406036.0,437976478.0,2.35,10.95,10.69,10.95,11.05,0.89,1.56,27.24,1.2,61407208233.0,28080961240.0,-0.18,-0.28,5.57,-19.69
